,userid,placeid,frequency,id,created_at,lng,lat,photos_count,checkins_count,users_count,radius_meters,highlights_count,items_count,max_items_count,spot_categories,state
844,502,72910,1,72910,2009-11-01T06:00:52Z,-122.4201159887,37.7451197656,2,67,54,75,0,4,10,"[{'url': '/categories/97', 'name': 'Saloon'}]",California
845,502,114439,1,114439,2009-11-20T04:12:48Z,-122.1144391167,37.4009402333,1,23,19,75,0,2,10,"[{'url': '/categories/19', 'name': 'Italian'}]",California
846,502,114451,1,114451,2009-11-20T04:27:20Z,-122.1139581167,37.40280105,5,87,42,75,0,6,10,"[{'url': '/categories/193', 'name': 'Record Store'}]",California
847,502,116270,1,116270,2009-11-20T22:05:26Z,-122.4249542833,37.6266613833,1,20,7,75,0,3,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",California
848,502,116933,5,116933,2009-11-21T02:42:07Z,-122.1774436,37.4295945167,0,14,8,75,0,2,10,"[{'url': '/categories/141', 'name': 'Hall'}]",California
849,502,117386,1,117386,2009-11-21T08:50:25Z,-122.2683822,37.8142403667,0,10,9,75,0,3,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",California
850,502,117594,1,117594,2009-11-21T11:06:32Z,-122.4044335,37.77735735,0,37,27,75,0,3,10,"[{'url': '/categories/119', 'name': 'Gas & Automotive'}]",California
851,502,132659,1,132659,2009-11-25T23:05:33Z,-122.4481626742,37.6652275597,7,164,76,50,0,7,10,"[{'url': '/categories/904', 'name': 'Costco'}]",California
852,502,149883,1,149883,2009-11-30T18:19:58Z,-122.176429343,37.4291185208,2,35,8,75,0,2,10,"[{'url': '/categories/141', 'name': 'Hall'}]",California
858,509,9222,1,9222,2009-02-25T04:11:34Z,-97.7416598797,30.2681578017,212,4423,2739,100,22,12,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",Texas
859,509,9428,1,9428,2009-03-15T22:54:17Z,-97.6696747541,30.4240215722,4,159,82,50,1,9,10,"[{'url': '/categories/67', 'name': 'Wings'}]",Texas
860,509,10059,1,10059,2009-03-24T17:16:42Z,-97.7397072206,30.3876696605,47,1344,726,100,0,10,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",Texas
861,509,10060,1,10060,2009-03-24T17:21:31Z,-97.737518549,30.3832880126,33,486,369,75,2,10,10,"[{'url': '/categories/74', 'name': 'Arcade'}]",Texas
862,509,10061,1,10061,2009-03-24T17:29:27Z,-97.7476800978,30.3909522995,44,663,475,200,7,11,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",Texas
863,509,10064,2,10064,2009-03-24T17:39:48Z,-97.750017643,30.3918951099,12,328,243,75,1,10,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",Texas
864,509,10115,1,10115,2009-03-25T00:37:24Z,-97.7856481075,30.4449323254,58,554,421,75,5,10,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",Texas
865,509,10279,1,10279,2009-03-27T17:27:49Z,-97.7132874727,30.4077699756,65,1938,564,50,30,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas
866,509,10358,1,10358,2009-03-28T19:56:55Z,-97.6869750023,30.3781141345,5,232,129,150,1,10,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]",Texas
867,509,10508,1,10508,2009-04-02T17:53:39Z,-97.73581265,30.4318392167,14,1120,202,250,0,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",Texas
868,509,10516,1,10516,2009-04-03T00:34:28Z,-97.7870857716,30.4472400501,69,1290,702,75,2,10,10,"[{'url': '/categories/124', 'name': 'Diner'}]",Texas
869,509,10542,1,10542,2009-04-03T19:28:11Z,-97.7498245167,30.3973782,6,144,88,50,0,10,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]",Texas
870,509,10565,2,10565,2009-04-04T00:41:56Z,-97.7418637276,30.3867587075,13,202,152,50,0,12,10,"[{'url': '/categories/159', 'name': 'Sushi'}]",Texas
871,509,10612,1,10612,2009-04-04T17:32:10Z,-97.6902365667,30.5231308833,8,168,116,75,1,4,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas
872,509,11073,1,11073,2009-04-13T17:33:27Z,-97.70012855,30.4228806333,39,1702,803,50,1,10,10,"[{'url': '/categories/36', 'name': 'Technology'}]",Texas
873,509,11343,1,11343,2009-04-17T14:16:08Z,-97.7111148833,30.4451429833,8,73,59,150,0,7,10,"[{'url': '/categories/75', 'name': 'Theme Park'}]",Texas
874,509,11345,1,11345,2009-04-17T14:42:39Z,-97.7714967667,30.4345107,14,219,84,75,0,9,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
875,509,11346,1,11346,2009-04-17T14:52:22Z,-97.78600215,30.4456686833,15,198,162,100,1,10,10,"[{'url': '/categories/236', 'name': 'Fine Dining'}]",Texas
876,509,11348,1,11348,2009-04-17T15:35:14Z,-97.748786509,30.395754175,24,898,501,100,0,12,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",Texas
877,509,11349,1,11349,2009-04-17T15:36:46Z,-97.74950265,30.3966701,20,327,224,50,1,11,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas
878,509,11350,1,11350,2009-04-17T15:39:29Z,-97.7470779333,30.3956615833,28,386,254,75,2,10,10,"[{'url': '/categories/82', 'name': 'French'}]",Texas
879,509,11351,1,11351,2009-04-17T15:50:03Z,-97.7519059167,30.39516805,17,155,84,75,0,8,10,"[{'url': '/categories/35', 'name': 'Apparel'}]",Texas
880,509,11591,1,11591,2009-04-21T21:21:22Z,-97.7265161276,30.4015818147,120,3058,1173,50,8,10,10,"[{'url': '/categories/230', 'name': 'Apple Store'}]",Texas
881,509,11592,1,11592,2009-04-21T21:23:26Z,-97.726457119,30.4017738271,14,798,396,75,6,10,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",Texas
882,509,12003,1,12003,2009-04-26T15:53:00Z,-97.74838685,30.3911662,31,402,307,50,1,14,10,"[{'url': '/categories/80', 'name': 'Dessert'}]",Texas
883,509,12019,1,12019,2009-04-26T16:41:04Z,-97.7471423149,30.3911084712,27,779,416,50,1,10,10,"[{'url': '/categories/460', 'name': 'Barnes & Noble'}]",Texas
884,509,13047,1,13047,2009-05-12T19:54:45Z,-97.74209975,30.2681601,0,197,105,75,1,10,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]",Texas
885,509,43641,1,43641,2009-10-11T03:28:58Z,-97.7412843704,30.2677593527,9,327,245,50,0,10,10,"[{'url': '/categories/130', 'name': 'Sports Bar'}]",Texas
886,509,76783,1,76783,2009-11-03T19:23:05Z,-97.7329776475,30.3889622039,6,134,98,75,0,8,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
887,509,86205,1,86205,2009-11-08T00:06:32Z,-97.7033512294,30.4190487692,10,327,186,50,0,10,10,"[{'url': '/categories/903', 'name': 'Chick-fil-A'}]",Texas
888,509,113290,1,113290,2009-11-19T18:32:29Z,-97.7344898167,30.3859783667,7,199,144,50,0,5,10,"[{'url': '/categories/124', 'name': 'Diner'}]",Texas
889,509,179928,1,179928,2009-12-08T00:50:22Z,-97.7333450317,30.3886282042,4,269,174,50,1,7,10,"[{'url': '/categories/420', 'name': 'Crafts & Creative'}]",Texas
890,509,210076,1,210076,2009-12-14T21:16:33Z,-97.7429686414,30.3691271447,0,16,15,75,0,1,10,"[{'url': '/categories/118', 'name': 'Health & Fitness'}]",Texas
891,509,393789,1,393789,2010-01-16T16:26:06Z,-97.8347861766,30.4798383375,0,196,63,300,0,7,10,"[{'url': '/categories/149', 'name': 'College'}]",Texas
892,509,468820,1,468820,2010-01-29T00:39:03Z,-97.7157182667,30.3585964333,3,74,46,50,0,2,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas
893,509,587682,1,587682,2010-02-20T16:46:34Z,-97.6799668833,30.4899794333,2,33,25,100,0,1,10,"[{'url': '/categories/157', 'name': 'Vineyard'}]",Texas
894,509,592213,1,592213,2010-02-21T05:18:30Z,-97.752892971,30.2605777279,63,797,604,250,0,12,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
895,509,610488,1,610488,2010-02-25T18:24:55Z,-97.6796764667,30.4902254167,2,40,25,75,2,2,10,"[{'url': '/categories/110', 'name': 'Bakery'}]",Texas
897,509,6558015,1,6558015,2010-12-08T20:32:12Z,-97.753354311,30.2598641701,10,125,110,150,0,10,10,"[{'url': '/categories/369', 'name': 'Exhibit'}]",Texas
898,525,9519,1,9519,2009-03-18T02:19:05Z,-122.1443062914,37.4267731318,21,406,237,50,5,10,10,"[{'url': '/categories/154', 'name': 'Burgers'}]",California
899,525,10677,1,10677,2009-04-05T19:05:19Z,-122.3894011974,37.7783555476,535,3830,2047,250,13,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]",California
900,525,19682,2,19682,2009-08-02T21:26:11Z,-122.1629589833,37.4445658167,2,103,79,50,0,10,10,"[{'url': '/categories/392', 'name': 'Bike Shop'}]",California
901,525,23753,1,23753,2009-09-04T23:07:40Z,-122.16162565,37.44433405,7,382,186,75,0,10,10,"[{'url': '/categories/24', 'name': 'Pub'}]",California
902,525,24334,2,24334,2009-09-09T23:34:41Z,-122.1631415289,37.4444103998,7,396,179,50,1,10,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",California
903,525,25218,2,25218,2009-09-16T23:47:50Z,-122.1630132125,37.4445432378,1,81,60,75,0,9,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",California
904,525,28581,1,28581,2009-09-25T04:25:08Z,-122.1624036833,37.44494315,1,100,69,75,0,5,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",California
905,525,31326,1,31326,2009-09-28T17:50:00Z,-122.1636621333,37.4439668,1,63,42,75,0,8,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",California
906,525,32777,1,32777,2009-09-30T19:15:45Z,-122.1623268317,37.4447791671,9,245,153,75,0,10,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",California
907,525,32780,1,32780,2009-09-30T19:18:03Z,-122.4027509234,37.7660902314,7,242,109,75,0,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",California
908,525,34089,2,34089,2009-10-02T03:32:23Z,-122.3888299444,37.7630438229,7,93,64,75,0,7,10,"[{'url': '/categories/159', 'name': 'Sushi'}]",California
909,525,39828,1,39828,2009-10-07T22:21:47Z,-122.347035706,37.5786642723,1,124,77,50,0,10,10,"[{'url': '/categories/439', 'name': ""Peet's Coffee""}]",California
910,525,40632,2,40632,2009-10-08T20:19:10Z,-122.1631425932,37.4445313597,2,106,60,50,0,6,10,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",California
911,525,43687,1,43687,2009-10-11T04:21:07Z,-122.4208134796,37.7569421833,5,68,42,75,0,4,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",California
912,525,44802,1,44802,2009-10-12T01:33:16Z,-122.161888317,37.4441558551,0,127,68,75,0,7,10,"[{'url': '/categories/130', 'name': 'Sports Bar'}]",California
913,525,48329,1,48329,2009-10-15T04:51:57Z,-122.1621827,37.44413965,0,51,42,75,0,5,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",California
914,525,51688,1,51688,2009-10-17T19:56:24Z,-122.1632154333,37.44517635,9,159,109,75,4,10,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",California
915,525,51736,1,51736,2009-10-17T20:21:50Z,-122.38684365,37.76424725,24,175,131,75,0,10,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",California
916,525,77497,1,77497,2009-11-04T03:57:57Z,-122.1630920083,37.4449059893,0,36,27,75,0,2,10,"[{'url': '/categories/18', 'name': 'Asian'}]",California
917,525,79056,1,79056,2009-11-05T01:54:34Z,-122.1631672167,37.4440991833,2,81,73,50,1,5,10,"[{'url': '/categories/160', 'name': 'Indian'}]",California
918,525,111315,1,111315,2009-11-18T21:19:47Z,-122.1628518416,37.4448595541,5,117,74,50,0,7,10,"[{'url': '/categories/159', 'name': 'Sushi'}]",California
919,525,120899,1,120899,2009-11-22T04:29:03Z,-122.1634876,37.4451149167,0,66,55,75,0,5,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",California
920,525,128888,1,128888,2009-11-24T21:41:35Z,-122.1630684234,37.4445052552,0,25,21,75,0,1,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",California
921,525,221576,1,221576,2009-12-17T04:51:42Z,-122.3887350583,37.7640491398,0,25,23,75,0,1,10,"[{'url': '/categories/94', 'name': 'Light Rail'}]",California
922,525,292495,1,292495,2009-12-29T23:16:55Z,-122.1621057877,37.444210823,0,21,15,75,0,5,10,"[{'url': '/categories/96', 'name': 'Bookstore'}]",California
923,525,330322,1,330322,2010-01-05T21:19:24Z,-122.16262265,37.4449076667,4,75,61,75,0,4,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",California
924,525,330703,1,330703,2010-01-05T22:42:02Z,-122.163424368,37.4441924503,0,37,26,75,0,3,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",California
925,525,340617,1,340617,2010-01-07T21:10:21Z,-122.1629583836,37.4446165429,3,59,52,50,0,3,10,"[{'url': '/categories/19', 'name': 'Italian'}]",California
926,525,391016,1,391016,2010-01-16T04:01:14Z,-122.1624832167,37.4451638667,0,16,16,75,0,1,10,"[{'url': '/categories/19', 'name': 'Italian'}]",California
927,525,547423,1,547423,2010-02-12T20:24:20Z,-122.1634304523,37.4443354462,4,171,34,75,0,10,10,"[{'url': '/categories/186', 'name': 'Bank & Financial'}]",California
928,525,566894,1,566894,2010-02-16T03:07:41Z,-122.1635681833,37.4450808167,3,35,28,75,0,2,10,"[{'url': '/categories/909', 'name': 'Ice Cream'}]",California
929,525,579373,1,579373,2010-02-19T00:49:28Z,-122.1636085724,37.4438834933,0,31,26,75,1,2,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",California
930,525,629088,1,629088,2010-03-01T00:15:11Z,-122.1622631167,37.4450562333,0,23,21,75,0,0,10,"[{'url': '/categories/163', 'name': 'Paper Goods'}]",California
931,525,774700,1,774700,2010-03-23T07:56:09Z,-122.3894985667,37.7637049333,0,21,9,75,0,2,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",California
932,525,3932733,1,3932733,2010-09-18T00:26:10Z,-122.38986195,37.76297725,0,11,9,75,0,1,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]",California
933,527,9246,1,9246,2009-02-25T23:03:57Z,-97.7395677567,30.2636079743,555,17323,6511,500,15,12,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
934,527,17249,1,17249,2009-07-11T02:12:01Z,-97.7407586575,30.2641547061,48,830,673,75,2,10,10,"[{'url': '/categories/100', 'name': 'Steakhouse'}]",Texas
935,527,28283,1,28283,2009-09-24T18:54:09Z,-97.7429580688,30.2682597302,24,998,547,50,10,10,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",Texas
936,527,201301,1,201301,2009-12-12T21:28:25Z,-122.0157956167,37.3379891333,4,50,27,75,0,2,10,"[{'url': '/categories/18', 'name': 'Asian'}]",California
937,527,321296,1,321296,2010-01-04T01:27:01Z,-122.0158435167,37.3356755333,2,29,21,75,0,2,10,"[{'url': '/categories/18', 'name': 'Asian'}]",California
938,527,628107,1,628107,2010-02-28T20:25:36Z,-122.0174964118,37.3349663777,1,10,9,100,0,0,10,"[{'url': '/categories/71', 'name': 'Synagogue'}]",California
939,538,9410,1,9410,2009-03-15T17:27:07Z,-97.6671266556,30.2015573297,678,25489,7788,3000,42,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Texas
940,538,9494,1,9494,2009-03-17T06:15:06Z,-97.7375721833,30.2666473333,76,1397,905,50,9,10,10,"[{'url': '/categories/241', 'name': 'Bar'}]",Texas
941,538,13452,1,13452,2009-05-19T17:21:00Z,-97.7389025667,30.2672803333,113,2234,1196,50,11,10,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",Texas
942,538,29293,1,29293,2009-09-26T04:26:37Z,-97.7435846833,30.2657278333,51,1014,641,75,0,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
947,538,125184,1,125184,2009-11-23T18:04:36Z,-97.7439129353,30.2657578172,36,647,505,50,2,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas
949,539,9220,1,9220,2009-02-25T03:55:53Z,-97.7396321167,30.2672588667,143,4288,2045,100,26,11,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",Texas
950,539,9430,1,9430,2009-03-15T23:06:50Z,-97.7399325371,30.3073646792,135,3563,1262,100,9,10,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",Texas
951,539,9529,1,9529,2009-03-18T09:33:19Z,-97.77145385,30.2780520833,86,1398,844,75,11,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
952,539,10496,1,10496,2009-04-01T23:42:24Z,-122.0761084557,37.3940532605,25,1131,295,100,0,10,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",California
953,539,11457,1,11457,2009-04-18T20:16:01Z,-97.7549421678,30.2494009509,70,490,272,50,6,17,10,"[{'url': '/categories/189', 'name': 'Tacos'}]",Texas
954,539,13069,1,13069,2009-05-12T23:45:50Z,-97.7348470688,30.3600450634,92,2828,1396,100,8,10,10,"[{'url': '/categories/694', 'name': 'Alamo Drafthouse Cinema'}]",Texas
955,539,15255,1,15255,2009-06-13T19:56:16Z,-97.7416491508,30.2955357104,142,1870,992,75,20,10,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",Texas
956,539,15357,1,15357,2009-06-15T01:02:55Z,-97.8324151,30.29611945,36,654,327,75,2,10,10,"[{'url': '/categories/27', 'name': 'Wine Bar'}]",Texas
957,539,15405,1,15405,2009-06-16T16:47:15Z,-97.7418637167,30.3073418,17,469,298,75,0,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
958,539,17831,1,17831,2009-07-16T17:31:12Z,-97.7445030212,30.2670273144,445,4732,2237,75,28,10,10,"[{'url': '/categories/187', 'name': 'Hot Dogs & Sausages'}]",Texas
959,539,23308,1,23308,2009-09-01T01:45:15Z,-122.079021277,37.3923559952,10,356,111,50,0,9,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",California
960,539,23324,2,23324,2009-09-01T16:21:27Z,-122.0782703161,37.3945369858,5,232,117,50,1,9,10,"[{'url': '/categories/110', 'name': 'Bakery'}]",California
961,539,24258,1,24258,2009-09-08T19:23:38Z,-122.0830020419,37.387555843,9,618,153,75,3,10,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",California
962,539,25876,1,25876,2009-09-19T20:59:13Z,-122.0834836548,37.3903311129,4,212,72,100,0,10,10,"[{'url': '/categories/102', 'name': 'Library'}]",California
963,539,27955,1,27955,2009-09-24T02:35:04Z,-122.0787078825,37.3944682854,8,166,83,50,0,9,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",California
964,539,28498,1,28498,2009-09-25T00:17:20Z,-122.0789355039,37.3936696877,51,1320,381,100,13,10,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",California
965,539,30748,1,30748,2009-09-27T20:10:07Z,-97.6327300072,30.5254391217,66,552,426,50,2,10,10,"[{'url': '/categories/17', 'name': 'BBQ'}]",Texas
966,539,43073,1,43073,2009-10-10T20:26:25Z,-97.7503716946,30.2627183704,207,2100,1280,350,5,10,10,"[{'url': '/categories/38', 'name': 'City Park'}]",Texas
967,539,72248,1,72248,2009-10-31T21:28:56Z,-122.0781500591,37.3933847043,14,269,120,75,4,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",California
968,539,91223,1,91223,2009-11-10T15:04:07Z,-97.7451789379,30.26173609,63,858,710,150,5,10,10,"[{'url': '/categories/359', 'name': 'Other - Zoo'}]",Texas
969,539,106508,1,106508,2009-11-16T19:03:53Z,-97.71382635,30.3914241667,9,219,116,75,2,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
970,539,160657,1,160657,2009-12-03T18:52:07Z,-97.7877013385,30.4487673269,13,167,95,75,0,9,10,"[{'url': '/categories/159', 'name': 'Sushi'}]",Texas
971,539,191318,1,191318,2009-12-10T21:43:20Z,-97.7316895333,30.4327194333,0,135,12,75,0,3,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",Texas
972,539,209292,1,209292,2009-12-14T18:19:10Z,-97.6744840834,30.4113566846,0,37,30,75,0,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",Texas
973,539,235421,1,235421,2009-12-19T17:42:30Z,-97.7272143361,30.2620689851,2,124,62,50,0,3,10,"[{'url': '/categories/117', 'name': 'Salon & Barbershop'}]",Texas
974,539,380427,1,380427,2010-01-14T15:54:37Z,-97.7562591433,30.3707300085,88,1879,786,50,28,10,10,"[{'url': '/categories/189', 'name': 'Tacos'}]",Texas
975,539,408698,1,408698,2010-01-18T19:04:02Z,-97.831864,30.2959193333,2,118,54,75,0,7,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",Texas
976,539,468022,1,468022,2010-01-28T21:47:49Z,-122.0794380029,37.3932285751,3,137,81,75,0,4,10,"[{'url': '/categories/18', 'name': 'Asian'}]",California
977,539,475247,1,475247,2010-01-30T02:10:01Z,-97.8275871277,30.2921984233,2,77,54,75,0,2,10,"[{'url': '/categories/19', 'name': 'Italian'}]",Texas
978,539,996149,1,996149,2010-04-23T13:16:28Z,-122.0229660824,37.6085886106,0,22,10,75,0,1,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",California
979,539,1485265,1,1485265,2010-07-23T00:35:44Z,-97.7401128,30.3178551,11,177,139,75,1,10,10,"[{'url': '/categories/81', 'name': 'South American / Latin'}]",Texas
980,539,6428074,1,6428074,2010-11-13T22:44:45Z,-122.0796796506,37.3923069693,1,11,9,75,0,0,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",California
981,539,7018460,1,7018460,2011-03-04T21:13:13Z,-122.0288211107,37.3943549395,2,15,13,75,0,1,10,"[{'url': '/categories/83', 'name': 'Middle Eastern'}]",California
982,544,9247,1,9247,2009-02-25T23:07:47Z,-97.7385485172,30.265294493,149,6855,3445,75,7,10,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",Texas
983,544,9410,1,9410,2009-03-15T17:27:07Z,-97.6671266556,30.2015573297,678,25489,7788,3000,42,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Texas
984,544,133063,1,133063,2009-11-26T01:13:13Z,-122.3849487305,37.6133560422,24,1165,901,250,0,10,10,"[{'url': '/categories/224', 'name': 'Terminal'}]",California
985,544,411601,1,411601,2010-01-19T05:10:06Z,-117.18044829,32.73854815,0,7,7,75,0,1,10,"[{'url': '/categories/225', 'name': 'Gate'}]",California
986,544,672270,1,672270,2010-03-09T17:51:48Z,-97.7401685715,30.2635153076,10,643,615,250,0,10,10,"[{'url': '/categories/285', 'name': 'Interactive > Keynote'}]",Texas
987,544,703244,1,703244,2010-03-13T20:43:08Z,-97.7386370301,30.265313026,5,298,254,75,1,3,10,"[{'url': '/categories/241', 'name': 'Bar'}]",Texas
988,545,9247,1,9247,2009-02-25T23:07:47Z,-97.7385485172,30.265294493,149,6855,3445,75,7,10,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",Texas
989,545,9410,1,9410,2009-03-15T17:27:07Z,-97.6671266556,30.2015573297,678,25489,7788,3000,42,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Texas
990,545,9618,1,9618,2009-03-19T19:59:12Z,-97.7452325667,30.2667975333,73,1144,942,75,6,10,10,"[{'url': '/categories/32', 'name': 'Live Music'}]",Texas
991,545,29602,1,29602,2009-09-26T17:15:53Z,-122.4290769167,37.7517633333,1,141,46,75,1,6,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",California
992,545,40360,1,40360,2009-10-08T15:41:54Z,-122.4267354333,37.7429385167,8,135,63,75,0,7,10,"[{'url': '/categories/16', 'name': 'American'}]",California
993,545,133063,1,133063,2009-11-26T01:13:13Z,-122.3849487305,37.6133560422,24,1165,901,250,0,10,10,"[{'url': '/categories/224', 'name': 'Terminal'}]",California
994,545,224629,1,224629,2009-12-17T20:27:10Z,-122.2120642662,37.7112234358,15,553,325,250,0,10,10,"[{'url': '/categories/224', 'name': 'Terminal'}]",California
995,545,672328,1,672328,2010-03-09T17:53:14Z,-97.744632,30.268471,63,661,593,250,0,10,10,"[{'url': '/categories/254', 'name': 'Interactive > Party'}]",Texas
996,545,695435,1,695435,2010-03-12T22:59:17Z,-97.74959671,30.31702548,0,11,11,150,0,1,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
997,545,695525,1,695525,2010-03-12T23:13:43Z,-97.74959671,30.31702548,0,34,34,150,0,1,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
998,548,9246,1,9246,2009-02-25T23:03:57Z,-97.7395677567,30.2636079743,555,17323,6511,500,15,12,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
999,548,9257,1,9257,2009-02-26T17:05:02Z,-97.7456831932,30.2649330986,8,336,253,50,0,10,10,"[{'url': '/categories/920', 'name': 'Design Within Reach'}]",Texas
1000,548,9314,1,9314,2009-03-13T18:57:34Z,-97.7282381,30.26460885,16,564,312,75,0,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",Texas
1001,548,10059,1,10059,2009-03-24T17:16:42Z,-97.7397072206,30.3876696605,47,1344,726,100,0,10,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",Texas
1002,548,10305,1,10305,2009-03-27T22:07:21Z,-97.74220705,30.26955485,206,3180,1808,100,20,10,10,"[{'url': '/categories/103', 'name': 'Theatre'}]",Texas
1003,548,10674,1,10674,2009-04-05T18:29:02Z,-97.7450233698,30.2649400485,61,555,392,100,8,10,10,"[{'url': '/categories/207', 'name': 'Museum'}]",Texas
1004,548,17249,1,17249,2009-07-11T02:12:01Z,-97.7407586575,30.2641547061,48,830,673,75,2,10,10,"[{'url': '/categories/100', 'name': 'Steakhouse'}]",Texas
1005,548,25510,1,25510,2009-09-18T21:25:57Z,-97.7263069153,30.4017692003,71,3122,1315,500,12,10,10,"[{'url': '/categories/11', 'name': 'Mall'}]",Texas
1006,548,25576,1,25576,2009-09-19T00:44:50Z,-97.7528005,30.3891670333,25,572,422,75,1,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas
1007,548,40524,1,40524,2009-10-08T18:03:28Z,-97.7494704723,30.3951619063,15,588,279,50,0,10,10,"[{'url': '/categories/18', 'name': 'Asian'}]",Texas
1008,548,40778,1,40778,2009-10-08T23:13:04Z,-97.7503663301,30.3954950579,13,351,269,75,0,12,10,"[{'url': '/categories/18', 'name': 'Asian'}]",Texas
1009,548,48142,1,48142,2009-10-15T01:35:47Z,-97.7329909801,30.3887947912,18,473,232,75,0,10,10,"[{'url': '/categories/159', 'name': 'Sushi'}]",Texas
1010,548,54410,1,54410,2009-10-19T22:26:05Z,-97.7310089667,30.3919086667,6,239,121,75,0,10,10,"[{'url': '/categories/117', 'name': 'Salon & Barbershop'}]",Texas
1011,548,58169,1,58169,2009-10-22T22:39:20Z,-97.7423811833,30.3891914833,4,409,267,75,0,15,10,"[{'url': '/categories/35', 'name': 'Apparel'}]",Texas
1012,548,64464,1,64464,2009-10-26T23:56:02Z,-97.7338814735,30.3153185571,33,929,476,75,1,10,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",Texas
1013,548,89835,1,89835,2009-11-09T19:05:16Z,-97.7315490667,30.39195075,6,234,169,75,0,10,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",Texas
